%             X (in)              Y (in)              Z (in)         RealPolX         RealPolY         RealPolZ       RealFieldX       RealFieldY       RealFieldZ        RealFluxX        RealFluxY        RealFluxZ            |Pol|          |Field|           |Flux|
              7.5        -1.739697            0.375        2572.5133        1195229.2       -3277.3211        2.5750884        1196.4257       -3.2806017     0.0032359515        1.5034728    -0.0041225257        1195236.5        1196.4329         1.503482 
             7.25       -1.6817071            0.375        4090.7513        1203635.5       -3770.5039        4.0948462        1204.8404       -3.7742782     0.0051457355         1.514047    -0.0047428979        1203648.4        1204.8532        1.5140632 
                7       -1.6237172            0.375        1322.2479        1205358.1       -3433.1843        1.3235715        1206.5646       -3.4366209      0.001663249        1.5162138    -0.0043185852        1205363.7        1206.5702        1.5162209 
             7.75       -1.5408745            0.375       -5940.0273        1200213.5       -1778.5687       -5.9459733        1201.4149       -1.7803491    -0.0074719304        1.5097425    -0.0022372527        1200229.5        1201.4309        1.5097626 
              7.5       -1.4911688            0.375       -1166.3265        1201438.6        -2804.865       -1.1674939        1202.6412       -2.8076727    -0.0014671162        1.5112835    -0.0035282255        1201442.4        1202.6451        1.5112884 
             7.25       -1.4414632            0.375        722.51895        1205538.2       -3209.3793       0.72324219        1206.7449       -3.2125919    0.00090885294        1.5164404     -0.004037062        1205542.6        1206.7494         1.516446 
                7       -1.3917576            0.375         244.0014          1205778       -2911.5506       0.24424564         1206.985       -2.9144651    0.00030692812        1.5167421    -0.0036624248        1205781.5        1206.9885        1.5167465 
             7.75        -1.284062            0.375       -5470.0822        1205460.6       -1588.2698       -5.4755578        1206.6673       -1.5898596    -0.0068807888        1.5163428    -0.0019978765          1205474        1206.6807        1.5163597 
              7.5       -1.2426407            0.375       -2345.9627        1205811.5       -2355.0534        -2.348311        1207.0185       -2.3574108    -0.0029509747        1.5167841    -0.0029624097          1205816        1207.0231        1.5167899 
             7.25       -1.2012193            0.375       -685.55479          1207881       -2626.9047      -0.68624103        1209.0901       -2.6295342   -0.00086235592        1.5193875    -0.0033043701        1207884.1        1209.0932        1.5193913 
                7        -1.159798            0.375        -321.4147        1207402.6       -2398.1986      -0.32173644        1208.6112       -2.4005992   -0.00040430593        1.5187856    -0.0030166819          1207405        1208.6136        1.5187886 
             7.75       -1.0272496            0.375       -4633.3382        1208680.9       -1319.3298       -4.6379762        1209.8908       -1.3206505    -0.0058282527        1.5203936    -0.0016595783        1208690.5        1209.9004        1.5204057 
              7.5      -0.99411255            0.375       -2535.2378        1209143.6       -1888.7325       -2.5377756         1210.354       -1.8906232    -0.0031890628        1.5209757    -0.0023758271        1209147.8        1210.3581        1.5209809 
             7.25      -0.96097546            0.375       -1114.7756        1209912.5        -2071.532       -1.1158915        1211.1236       -2.0736056    -0.0014022706        1.5219428    -0.0026057697        1209914.7        1211.1259        1.5219457 
                7      -0.92783838            0.375       -483.43675        1209379.8       -1897.7164      -0.48392067        1210.5904       -1.8996161   -0.00060811265        1.5212728     -0.002387128        1209381.4         1210.592        1.5212748 
             7.75      -0.77043723            0.375       -3514.3155        1210685.7       -1001.8932       -3.5178333        1211.8976       -1.0028961    -0.0044206397        1.5229155    -0.0012602764        1210691.3        1211.9032        1.5229224 
              7.5      -0.74558441            0.375       -2181.8451        1211543.4       -1396.8352       -2.1840292        1212.7562       -1.3982334     -0.002744532        1.5239944    -0.0017570719        1211546.2        1212.7589        1.5239978 
             7.25       -0.7207316            0.375        -1121.218        1211642.5        -1530.084       -1.1223404        1212.8554       -1.5316156    -0.0014103745         1.524119     -0.001924685          1211644        1212.8569        1.5241209 
                7      -0.69587878            0.375       -448.97248        1211159.5        -1387.451       -0.4494219        1212.3719       -1.3888398   -0.00056476022        1.5235115    -0.0017452676        1211160.4        1212.3728        1.5235126 
             7.75      -0.51362482            0.375       -2315.7004        1211978.1       -664.05547       -2.3180184        1213.1912      -0.66472019    -0.0029129078        1.5245411   -0.00083531203        1211980.4        1213.1936        1.5245441 
              7.5      -0.49705627            0.375       -1481.6805        1213082.4       -913.73306       -1.4831636        1214.2967      -0.91464771    -0.0018637984        1.5259302    -0.0011493802        1213083.6        1214.2979        1.5259318 
             7.25      -0.48048773            0.375       -825.76587        1212921.9       -981.66422      -0.82659247         1214.136      -0.98264686    -0.0010387267        1.5257283    -0.0012348305        1212922.6        1214.1367        1.5257292 
                7      -0.46391919            0.375       -367.26776          1212495       -878.50401       -0.3676354        1213.7087      -0.87938339   -0.00046198426        1.5251914    -0.0011050658        1212495.4        1213.7091        1.5251918 
             7.75      -0.25681241            0.375       -1128.6619        1212696.2        -301.5113       -1.1297917        1213.9101      -0.30181311    -0.0014197382        1.5254444   -0.00037926954        1212696.7        1213.9106        1.5254451 
              7.5      -0.24852814            0.375       -762.44236        1213948.5        -416.8504      -0.76320556        1215.1637      -0.41726767    -0.0009590724        1.5270197   -0.00052435401        1213948.8         1215.164        1.5270201 
             7.25      -0.24024387            0.375       -459.60992        1213640.8       -438.78802      -0.46006999        1214.8557      -0.43922725     -0.000578141        1.5266326   -0.00055194924          1213641        1214.8558        1.5266329 
                7      -0.23195959            0.375       -235.27673        1213271.7        -368.1052      -0.23551224        1214.4862      -0.36847368   -0.00029595341        1.5261684   -0.00046303768        1213271.8        1214.4863        1.5261685 
